legacy_row_id,created_at_raw,target_role_or_room,message,status
80,2026-05-18 17:05:34,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* خليل الوزير
📞 *الهاتف:* `0599933339`
👨‍💼 *الموظف:* المدير العام",Unread
81,2026-05-18 17:05:35,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* حسن محمد موسى
📞 *الهاتف:* `0599989888`
👨‍💼 *الموظف:* المدير العام",Unread
82,2026-05-18 17:05:36,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* يسييس
📞 *الهاتف:* `0599933939`
👨‍💼 *الموظف:* المدير العام",Unread
83,2026-05-18 17:07:51,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: يسثصص
🏷️ الكنية: -
📞 الهاتف: `0598888888`
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم
🚗 السيارة: مازدا
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Unread
84,2026-05-18 17:07:54,المدير العام,"🚨 *فرصة توفيق استبدال!*
السيارة المطلوبة لعميلك (خليل الوزير) معروضة كاستبدال!
🚗 *السيارة:* مازدا
👤 *المالك الحالي:* يسثصص
📞 *الهاتف:* `0598888888`
🏢 *بمعرض:* معرض المعلم",Read
85,2026-05-18 17:07:56,المدير العام,"🚨 *فرصة توفيق استبدال!*
السيارة المطلوبة لعميلك (حسن محمد موسى) معروضة كاستبدال!
🚗 *السيارة:* مازدا
👤 *المالك الحالي:* يسثصص
📞 *الهاتف:* `0598888888`
🏢 *بمعرض:* معرض المعلم",Read
86,2026-05-18 17:07:57,المدير العام,"🚨 *فرصة توفيق استبدال!*
السيارة المطلوبة لعميلك (يسييس) معروضة كاستبدال!
🚗 *السيارة:* مازدا
👤 *المالك الحالي:* يسثصص
📞 *الهاتف:* `0598888888`
🏢 *بمعرض:* معرض المعلم",Read
87,2026-05-18 18:15:59,الكل,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: حسن محمد موسى
🏷️ الكنية: -
📞 الهاتف: `0599989888`
👨‍💼 الموظف: المدير العام
🏢 المعرض: الكل
🚗 السيارة: سكودا تت
💰 السعر المقترح: -2$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
88,2026-05-18 18:20:04,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* خليل الوزير
📞 *الهاتف:* `0599933339`
👨‍💼 *الموظف:* المدير العام",Read
89,2026-05-18 18:20:05,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* حسن محمد موسى
📞 *الهاتف:* `0599989888`
👨‍💼 *الموظف:* المدير العام",Read
90,2026-05-18 18:20:05,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* يسييس
📞 *الهاتف:* `0599933939`
👨‍💼 *الموظف:* المدير العام",Read
91,2026-05-18 18:20:06,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* مازدا
👤 *العميل:* فغتايبلللال
📞 *الهاتف:* `0500033939`
👨‍💼 *الموظف:* المدير العام",Read
92,2026-05-18 18:23:26,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: يسشييسش
🏷️ الكنية: ابو صقر
📞 الهاتف: `0567899899`
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم
🚗 السيارة: سكودا اوكتافيا
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
93,2026-05-18 18:34:56,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: Alaa Zaured
🏷️ الكنية: -
📞 الهاتف: `0599870999`
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم
🚗 السيارة: سكودا اوكتافيا
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
94,2026-05-18 20:25:20,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* عيسى
📞 *الهاتف:* `0599903399`
👨‍💼 *الموظف:* المدير العام",Read
95,2026-05-18 20:25:20,داود محمد عطية,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* ahmadd
📞 *الهاتف:* `0699993939`
👨‍💼 *الموظف:* داود محمد عطية",Read
96,2026-05-18 22:28:36,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* erttertretre
👤 *العميل:* yousf zayed
📞 *الهاتف:* `0889033939`
👨‍💼 *الموظف:* المدير العام",Read
97,2026-05-18 23:14:24,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* عيسى
📞 *الهاتف:* `0599903399`
👨‍💼 *الموظف:* المدير العام",Read
98,2026-05-18 23:14:24,داود محمد عطية,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* ahmadd
📞 *الهاتف:* `0699993939`
👨‍💼 *الموظف:* داود محمد عطية",Read
99,2026-05-18 23:14:25,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* yousf zayed
📞 *الهاتف:* `0889033939`
👨‍💼 *الموظف:* المدير العام",Read
100,2026-05-18 23:14:25,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* موسى اسحاق
📞 *الهاتف:* `0539993939`
👨‍💼 *الموظف:* المدير العام",Read
101,2026-05-18 23:17:27,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا  سوبير
👤 *العميل:* jkhgjg
📞 *الهاتف:* `0599939939`
👨‍💼 *الموظف:* المدير العام",Read
102,2026-05-18 23:17:27,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا  سوبير
👤 *العميل:* ئشءؤيس
📞 *الهاتف:* `0529933339`
👨‍💼 *الموظف:* المدير العام",Read
103,2026-05-18 23:20:32,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* 3232
👤 *العميل:*  ئشءؤيس
📞 *الهاتف:* `0539933939`
👨‍💼 *الموظف:* المدير العام",Read
104,2026-05-18 23:22:53,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* حسن محمد
📞 *الهاتف:* `0568000000`
👨‍💼 *الموظف:* علاء داود زايد",Read
105,2026-05-18 23:22:53,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* 
📞 *الهاتف:* `undefined`
👨‍💼 *الموظف:* علاء داود زايد",Read
106,2026-05-18 23:22:54,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* حسن محمد محمد
📞 *الهاتف:* `0597033939`
👨‍💼 *الموظف:* علاء داود زايد",Read
107,2026-05-18 23:22:55,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* نورس
📞 *الهاتف:* `0599033939`
👨‍💼 *الموظف:* المدير العام",Read
108,2026-05-18 23:22:56,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* jkhgjg
📞 *الهاتف:* `0599939939`
👨‍💼 *الموظف:* المدير العام",Read
109,2026-05-18 23:22:56,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* نورس
📞 *الهاتف:* `0539933939`
👨‍💼 *الموظف:* المدير العام",Read
110,2026-05-18 23:38:03,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* عيسى
📞 *الهاتف:* `0599903399`
👨‍💼 *الموظف:* المدير العام",Read
111,2026-05-18 23:38:04,داود محمد عطية,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* ahmadd
📞 *الهاتف:* `0699993939`
👨‍💼 *الموظف:* داود محمد عطية",Read
112,2026-05-18 23:38:05,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* yousf zayed
📞 *الهاتف:* `0889033939`
👨‍💼 *الموظف:* المدير العام",Read
113,2026-05-18 23:38:05,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* يسبيسسيشسششسسششس
📞 *الهاتف:* `0599993339`
👨‍💼 *الموظف:* المدير العام",Read
114,2026-05-19 17:15:26,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* حسن محمد علي 
📞 *الهاتف:* `0599933939`
👨‍💼 *الموظف:* علاء داود زايد",Read
115,2026-05-19 17:15:27,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* االلل
📞 *الهاتف:* `0598988888`
👨‍💼 *الموظف:* المدير العام",Unread
116,2026-05-19 17:15:27,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* hassan hassan
📞 *الهاتف:* `0594567567`
👨‍💼 *الموظف:* علاء داود زايد",Read
117,2026-05-19 21:07:04,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* عيسى
📞 *الهاتف:* `0599903399`
👨‍💼 *الموظف:* المدير العام",Unread
118,2026-05-19 21:07:05,داود محمد عطية,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* ahmadd
📞 *الهاتف:* `0699993939`
👨‍💼 *الموظف:* داود محمد عطية",Read
119,2026-05-19 21:07:06,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* yousf zayed
📞 *الهاتف:* `0889033939`
👨‍💼 *الموظف:* المدير العام",Unread
120,2026-05-19 21:07:06,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتو
👤 *العميل:* حسن موسى
📞 *الهاتف:* `0557890890`
👨‍💼 *الموظف:* علاء داود زايد",Unread
121,2026-05-19 21:22:36,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* حسن محمد علي 
📞 *الهاتف:* `0599933939`
👨‍💼 *الموظف:* علاء داود زايد",Unread
122,2026-05-19 21:22:36,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* االلل
📞 *الهاتف:* `0598988888`
👨‍💼 *الموظف:* المدير العام",Unread
123,2026-05-19 21:22:37,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* hassan hassan
📞 *الهاتف:* `0594567567`
👨‍💼 *الموظف:* علاء داود زايد",Unread
124,2026-05-19 21:22:37,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* ahmadffdfd  zayed
📞 *الهاتف:* `0558989888`
👨‍💼 *الموظف:* علاء داود زايد",Read
125,2026-05-19 21:54:57,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* رينوا 4 
👤 *العميل:* القدس
📞 *الهاتف:* `0599993939`
👨‍💼 *الموظف:* علاء داود زايد",Read
126,2026-05-19 21:54:57,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* رينوا 4 
👤 *العميل:* محمد كامل العمrereer
📞 *الهاتف:* `0547890890`
👨‍💼 *الموظف:* علاء داود زايد",Read
127,2026-05-19 23:24:24,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيبيببييب
👤 *العميل:* قفبييبيب
📞 *الهاتف:* `0467890890`
👨‍💼 *الموظف:* علاء داود زايد",Read
128,2026-05-20 01:54:16,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* Hhgf
👤 *العميل:* Bbvvc
📞 *الهاتف:* `0567890876`
👨💼 *الموظف:* المدير العام",Read
129,2026-05-20 02:32:45,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* حسن محمد
📞 *الهاتف:* `0568000000`
👨💼 *الموظف:* علاء داود زايد",Read
130,2026-05-20 02:32:46,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* 
📞 *الهاتف:* `undefined`
👨💼 *الموظف:* علاء داود زايد",Read
131,2026-05-20 02:32:47,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* حسن محمد محمد
📞 *الهاتف:* `0597033939`
👨💼 *الموظف:* علاء داود زايد",Read
132,2026-05-20 02:32:47,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* نورس
📞 *الهاتف:* `0599033939`
👨💼 *الموظف:* المدير العام",Read
133,2026-05-20 02:32:48,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* jkhgjg
📞 *الهاتف:* `0599939939`
👨💼 *الموظف:* المدير العام",Read
134,2026-05-20 02:32:49,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* نورس
📞 *الهاتف:* `0539933939`
👨💼 *الموظف:* المدير العام",Read
135,2026-05-20 02:32:49,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* سكودا
👤 *العميل:* يزيد القواسمه
📞 *الهاتف:* `0457890890`
👨💼 *الموظف:* علاء داود زايد",Read
136,2026-05-20 03:11:18,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: شمش
🏷️ الكنية: شمش
📞 الهاتف: `0267890890`
👨💼 الموظف: علاء داود زايد
🏢 المعرض: معرض المعلم
🚗 السيارة: شمس
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
137,2026-05-20 03:28:12,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* حي
👤 *العميل:* اختبار حي
📞 *الهاتف:* `0367890890`
👨💼 *الموظف:* علاء داود زايد",Read
138,2026-05-20 03:29:25,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: يزيد القواسمه
🏷️ الكنية: -
📞 الهاتف: `0767890890`
👨💼 الموظف: علاء داود زايد
🏢 المعرض: معرض المعلم
🚗 السيارة: سكودا اوكتافيا
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
139,2026-05-20 03:43:00,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: عميل جديد
🏷️ الكنية: -
📞 الهاتف: `0577890890`
👨💼 الموظف: علاء داود زايد
🏢 المعرض: معرض المعلم
🚗 السيارة: مازدا 6
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
140,2026-05-20 03:47:01,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* رينوا 4 
👤 *العميل:* القدس
📞 *الهاتف:* `0599993939`
👨💼 *الموظف:* علاء داود زايد",Read
141,2026-05-20 03:47:02,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* رينوا 4 
👤 *العميل:* محمد كامل العمrereer
📞 *الهاتف:* `0547890890`
👨💼 *الموظف:* علاء داود زايد",Read
142,2026-05-20 03:47:03,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* رينوا 4 
👤 *العميل:* عميل جديد2
📞 *الهاتف:* `0499087780`
👨💼 *الموظف:* علاء داود زايد",Read
143,2026-05-20 15:44:49,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* بيكانتوا
👤 *العميل:* عبد المنعم مرقة
📞 *الهاتف:* `0598790032`
👨💼 *الموظف:* علاء داود زايد",Read
144,2026-05-20 18:39:12,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج vdk,
👤 *العميل:* dsfds
📞 *الهاتف:* `0298989888`
👨💼 *الموظف:* المدير العام",Read
145,2026-05-20 20:24:28,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* حسن محمد علي 
📞 *الهاتف:* `0599933939`
👨💼 *الموظف:* علاء داود زايد",Read
146,2026-05-20 20:24:29,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* االلل
📞 *الهاتف:* `0598988888`
👨💼 *الموظف:* المدير العام",Read
147,2026-05-20 20:24:30,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* hassan hassan
📞 *الهاتف:* `0594567567`
👨💼 *الموظف:* علاء داود زايد",Read
148,2026-05-20 20:24:30,علاء داود زايد,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* ahmadffdfd  zayed
📞 *الهاتف:* `0558989888`
👨💼 *الموظف:* علاء داود زايد",Read
149,2026-05-20 20:24:31,المدير العام,"🚨 *تنبيه توفر سيارة مطلوبة!*
🚗 *السيارة:* دوج
👤 *العميل:* محمود الاخضر
📞 *الهاتف:* `0518989888`
👨💼 *الموظف:* المدير العام",Read
150,2026-05-20 22:06:26,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: يزيد القواسمه
🏷️ الكنية: -
📞 الهاتف: `0528989888`
👨💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم
🚗 السيارة: سكودا اوكتافيا
💰 السعر المقترح: غير محدد$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
151,2026-05-20 22:53:15,معرض المعلم,"🚨 *طلب تقييم سيارة استبدال* 🚨

👤 العميل: موسى زايد
🏷️ الكنية: -
📞 الهاتف: `0448989888`
👨💼 الموظف: علاء داود زايد
🏢 المعرض: معرض المعلم
🚗 السيارة: شيفرلبت
💰 السعر المقترح: 200$
🔢 الشاصي: غير محدد
🎨 اللون: -
📅 سنة التصنيع: -
⏱️ العداد: -
📋 المواصفات: -
🛠️ الفحص: -",Read
152,2026-05-21 02:35:14,معرض المعلم,تم تسجيل سيارة استبدال جديدة بانتظار المطابقة: سكودا,Read
153,2026-05-21 02:35:16,معرض المعلم,"🚗 *فرصة استبدال جديدة*

👤 صاحب السيارة: يزيدحسن
🏷️ الكنية: -
📞 الهاتف: `4555454555`
🟢 واتساب: https://wa.me/4555454555
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم

🚘 *السيارة المعروضة:*
سكودا
📅 السنة: -
🎨 اللون: -
🔢 الشاصي: -
💰 السعر/التقييم: -
🛠️ الفحص: -
⚙️ الجير: اتوماتيك
⛽ الوقود: بنزين
📄 الرخصة: -
📝 ملاحظات: -
⚠️ النواقص: السنة، اللون، الشاصي، السعر/التقييم، الفحص، الرخصة

🔎 *عملاء يبحثون عن نفس السيارة أو سيارة مشابهة:*

1. حسن محمد - `0568000000`
   المطلوب: سكودا
   الحالة: غير مكتمل ⏳
   الموظف: علاء داود زايد | معرض المعلم

2. - - `undefined`
   المطلوب: (طلب غير متوفر: سكودا 2006 فتحة سقف)
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

3. حسن محمد محمد - `0597033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

4. نورس - `0599033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | الكل

5. jkhgjg - `0599939939`
   المطلوب: سكودا  سوبير
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم

6. نورس - `0539933939`
   المطلوب: سكودا
   الحالة: السيارة معروضة 🏷️
   الموظف: المدير العام | معرض المعلم

7. يزيد القواسمه - `0457890890`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

8. عوني الرجبي - `0398989888`
   المطلوب: سكودا 2006
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم

9. يزيد lpl  القواسمه - `4323232332`
   المطلوب: (طلب خاص) سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم",Read
154,2026-05-21 03:07:58,معرض المعلم,"🚗 *فرصة استبدال جديدة*

👤 صاحب السيارة: يسشييسش
🏷️ الكنية: ابو صقر
📞 الهاتف: `0567899899`
🟢 واتساب: https://wa.me/970567899899
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم

🚘 *السيارة المعروضة:*
سكودا اوكتافيا
📅 السنة: -
🎨 اللون: -
🔢 الشاصي: -
💰 السعر/التقييم: -
🛠️ الفحص: -
⚙️ الجير: اتوماتيك
⛽ الوقود: بنزين
📄 الرخصة: 2026-06-05
📝 ملاحظات: -
⚠️ النواقص: السنة، اللون، الشاصي، السعر/التقييم، الفحص

🔎 *عملاء يبحثون عن نفس السيارة أو سيارة مشابهة:*

1. حسن محمد - `0568000000`
   المطلوب: سكودا
   الحالة: غير مكتمل ⏳
   الموظف: علاء داود زايد | معرض المعلم

2. - - `undefined`
   المطلوب: (طلب غير متوفر: سكودا 2006 فتحة سقف)
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

3. حسن محمد محمد - `0597033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

4. نورس - `0599033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | الكل

5. jkhgjg - `0599939939`
   المطلوب: سكودا  سوبير
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم

6. نورس - `0539933939`
   المطلوب: سكودا
   الحالة: السيارة معروضة 🏷️
   الموظف: المدير العام | معرض المعلم

7. يزيد القواسمه - `0457890890`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

8. عوني الرجبي - `0398989888`
   المطلوب: سكودا 2006
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم

9. يزيد lpl  القواسمه - `4323232332`
   المطلوب: (طلب خاص) سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم",Read
155,2026-05-21 03:15:22,علاء داود زايد,"🚨 *توجيه إداري عاجل*

👤 *من:* المدير العام
📌 *بخصوص العميل:* يزيد القواسمه

💬 *الرسالة:*
wewe dssdff",Read
156,2026-05-21 16:05:32,معرض المعلم,"🚗 *فرصة استبدال جديدة*

👤 صاحب السيارة: يزيد lpl  القواسمه
🏷️ الكنية: -
📞 الهاتف: `4323232332`
🟢 واتساب: https://wa.me/4323232332
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم

🚘 *السيارة المعروضة:*
سكودا
📅 السنة: -
🎨 اللون: -
🔢 الشاصي: -
💰 السعر/التقييم: -
🛠️ الفحص: -
⚙️ الجير: اتوماتيك
⛽ الوقود: بنزين
📄 الرخصة: -
📝 ملاحظات: -
⚠️ النواقص: السنة، اللون، الشاصي، السعر/التقييم، الفحص، الرخصة

🔎 *عملاء يبحثون عن نفس السيارة أو سيارة مشابهة:*

1. حسن محمد - `0568000000`
   المطلوب: سكودا
   الحالة: غير مكتمل ⏳
   الموظف: علاء داود زايد | معرض المعلم

2. - - `undefined`
   المطلوب: (طلب غير متوفر: سكودا 2006 فتحة سقف)
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

3. حسن محمد محمد - `0597033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

4. نورس - `0599033939`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | الكل

5. jkhgjg - `0599939939`
   المطلوب: سكودا  سوبير
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم

6. نورس - `0539933939`
   المطلوب: سكودا
   الحالة: السيارة معروضة 🏷️
   الموظف: المدير العام | معرض المعلم

7. يزيد القواسمه - `0457890890`
   المطلوب: سكودا
   الحالة: قيد المتابعة ⏳
   الموظف: علاء داود زايد | معرض المعلم

8. عوني الرجبي - `0398989888`
   المطلوب: سكودا 2006
   الحالة: قيد المتابعة ⏳
   الموظف: المدير العام | معرض المعلم",Read
157,2026-05-21 16:16:25,علاء داود زايد,"⏰ *تذكير مهمة أجندة*

👤 العميل: عميل جديد2
👨‍💼 الموظف: علاء داود زايد
🏢 المعرض: معرض المعلم
📊 حالة العميل: قيد المتابعة ⏳
🚗 سيارة الاستبدال: عميل جديد2
📊 حالة الاستبدال: تحت الدراسة والتقييم

مرسل من: المدير العام
يرجى فتح الملف وتحديث الحالة.",Unread
158,2026-05-21 16:16:56,المدير العام,"⏰ *تذكير مهمة أجندة*

👤 العميل: dsfds
👨‍💼 الموظف: المدير العام
🏢 المعرض: معرض المعلم
📊 حالة العميل: قيد المتابعة ⏳
🚗 سيارة الاستبدال: دوج vdk,
📊 حالة الاستبدال: تم الاتفاق والاستبدال

مرسل من: المدير العام
يرجى فتح الملف وتحديث الحالة.",Unread
